song_id,song_name,song_popularity,song_disc_number,song_explicit,song_is_playable,song_track_number,artist_id,album_id,song_danceability,song_energy,song_key,song_loudness,song_mode,song_speechiness,song_acousticness,song_instrumentalness,song_liveness,song_valence,song_tempo,song_duration_ms,song_time_signature
24DD5iKHFlvRk0B9hEV614,Eyes on You,24,1,False,,3,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.573,0.864,9,-3.897,1,0.0321,0.000325,0,0.135,0.691,110.192,197200,4
0SWVOisPr49V5KT3axwN9P,Prince of Wales,14,1,False,,4,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.308,0.59,7,-6.24,1,0.0309,0.00949,0.308,0.0653,0.17,87.149,335653,4
78YfBUKhrRRmsBfC3ODc3h,The Sound of Leaving,16,1,False,,5,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.426,0.621,0,-5.139,1,0.0313,0.000901,7.83e-06,0.151,0.201,67.975,212280,4
6wQ2HQWmgjwG4m8pAykrUs,Love You Less,22,1,False,,6,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.501,0.944,2,-4.155,1,0.0406,9.44e-05,0.237,0.124,0.885,131.882,189893,4
10g5MF8ylJ9Ur8yfKfNs7N,Laughing in the Sugar Bowl,33,1,False,,7,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.435,0.921,9,-3.428,0,0.0902,0.000311,0,0.234,0.876,162.214,136280,4
0CIs9F6dI0tsDXdstTzltd,Empty Bottle,16,1,False,,8,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.364,0.402,7,-5.883,1,0.0314,0.021,0.014,0.105,0.374,117.416,353667,4
51LbryhR0Szod7OO0uJhll,"Come Clean, Dark Thing",19,1,False,,9,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.513,0.863,5,-2.767,1,0.0472,6.37e-05,0.000847,0.145,0.49,117.855,202240,4
4OSAnWz1wSQfN6f3EZtukx,I'm Telling You Now,14,1,False,,10,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.468,0.892,9,-4.594,1,0.039,0.00257,0.00411,0.296,0.453,130.726,209173,4
4UEZlIPwWdzIPG0o3mJBgZ,Triage,12,1,False,,11,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.338,0.789,0,-7.358,1,0.0396,0.000149,0.197,0.357,0.147,99.468,216307,3
6DteGK83SRGaslRSd9S5ku,Lost to Me,14,1,False,,12,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.381,0.408,9,-8.03,1,0.0318,0.0356,0,0.0758,0.229,75.449,250587,4
5dkdfs7sKA5yzsLGcH3Sca,The Museum of Broken Relationships,34,1,False,,13,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.617,0.793,5,-4.98,1,0.0247,0.00446,3.97e-06,0.113,0.805,109.301,155333,4
23b99yam1mMDT2LG0l7Zo6,Alternica,13,1,False,,14,2QwJQuBekTA4qF7N7uLHDP,2AgTRDtQlLwlJqgyjUxyaD,0.347,0.522,7,-7.626,1,0.035,0.00632,0.000113,0.107,0.139,127.006,358440,4
1smU0PtZqlbWuPv4P573t7,So Weird,20,1,False,,1,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.432,0.835,11,-3.201,1,0.0329,0.000269,0.0442,0.162,0.117,91.989,215347,4
3Oaf0eVZhGXc11QjlhoQmp,Centipede,9,1,True,,2,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.517,0.886,9,-2.981,0,0.0597,1.66e-05,0.00247,0.0865,0.667,136.047,180293,4
2GIAIB0yGVWa5alWMGd0j6,Innocent,7,1,False,,3,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.43,0.933,4,-3.171,1,0.0487,3.41e-06,0.345,0.124,0.352,132.072,172880,4
3lSK2w48btvX6tXtG8L9I6,Circular Trend,7,1,False,,4,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.343,0.964,0,-3.82,1,0.151,0.00101,0.000215,0.11,0.362,174.024,162320,4
0cE6rSmajzaISUEkqci2nJ,Perfect Love,6,1,False,,5,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.644,0.811,0,-4.744,1,0.027,0.0211,0.0873,0.279,0.708,125.064,222573,4
4pbOqiERETZg2c8pmqwbJQ,Closer,5,1,False,,6,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.503,0.964,9,-3.968,1,0.0606,2.34e-05,0.705,0.155,0.382,117.001,207400,4
6ay6YZaRJo8DGUDH5nsSBi,Sick As Your Secrets,7,1,False,,7,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.498,0.638,9,-5.709,1,0.0282,0.000626,0.0596,0.116,0.203,78.014,336653,4
7Ln2e6PKhMtpSoimSDERr2,Wake Up Dead,3,1,False,,8,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.428,0.217,7,-14.135,1,0.0335,0.51,7.35e-05,0.124,0.35,111.845,214787,4
4gWFHFLOZF2fzlNl5wseJL,Damage Done,7,1,False,,9,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.372,0.879,4,-3.418,1,0.059,0.000147,0.0534,0.133,0.496,164.149,249947,4
5wkOxndOytrJ9PYsXKdsFo,Blissful Queen,6,1,False,,10,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.38,0.947,9,-5.349,0,0.212,0.000218,0.676,0.0642,0.285,172.1,224187,4
57PIJeMHxDnvzFFBFt5ANa,The Sun,4,1,False,,11,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.371,0.609,2,-5.755,1,0.0306,0.036,0.00163,0.133,0.199,83.936,237333,4
39RYAnm7q9LmmAqPedtprL,Comes And Goes,3,1,False,,12,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.464,0.222,9,-13.296,0,0.0323,0.516,0.00777,0.108,0.12,159.937,149987,4
2Yo0KBmSc5UCNKNvHxaoq3,Save You,3,1,False,,13,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.522,0.771,11,-4.038,0,0.0332,0.000278,0.416,0.0871,0.353,134.985,264400,4
6StdYBQVEG7QHiM2h2qwng,Salt Flat Epic,2,1,False,,14,2QwJQuBekTA4qF7N7uLHDP,7B8uojU7GA3WBh9P3kml4u,0.478,0.52,9,-9.481,0,0.0352,0.144,0.0146,0.0706,0.0398,78.982,477360,4
75CdGsjHKdX6wPsnV5BeP0,The Same Person,25,1,True,,1,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.413,0.0286,11,-25.576,1,0.0351,0.987,0.216,0.106,0.521,131.768,63293,4
2nRhdtNgMFsuItftSJaWH1,Born Entertainer,22,1,True,,2,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.527,0.798,2,-5.278,1,0.0467,3.4e-05,0.0659,0.256,0.393,133.768,160973,4
28VfRF2Fana9IzANzhWrzF,Best You Can Get,18,1,True,,3,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.455,0.967,11,-4.654,1,0.105,8.66e-06,0.0197,0.0849,0.62,127.851,165493,4
06plSStwqxdmeC9sxZkLEC,Wet Suit,13,1,True,,4,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.486,0.627,9,-7.222,1,0.0586,0.00123,0.0368,0.143,0.447,131.933,263907,3
2ycQLxRtmyG5n2W0Gbh0UC,Yeah Man,12,1,True,,5,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.54,0.718,9,-5.215,1,0.0482,5.29e-05,0.728,0.106,0.39,135.987,211293,4
7nvOyPkEM4ux1kBBtNuZNI,Imperfectly,11,1,True,,6,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.603,0.468,9,-15.163,1,0.0297,0.0277,0.574,0.241,0.197,127.902,258907,4
1542WgVefsNC1NkMWZIMEw,Officially dead,24,1,True,,7,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.527,0.776,4,-5.555,1,0.0328,2.17e-05,0.2,0.0563,0.543,110.025,169400,4
6TVtkUiw5L36kCtDpH5V0k,Only You Know,18,1,True,,8,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.508,0.461,7,-8.583,1,0.0334,0.0265,0.392,0.0872,0.0714,139.483,249000,4
1H1TFAIAqLYSXybdRKsjEp,Disconnected,13,1,True,,9,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.403,0.514,7,-10.103,1,0.0526,0.117,0.438,0.17,0.477,97.374,288560,3
3lFOUOPG9l8USupsqUgoBL,All Dressed Up,10,1,True,,10,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.557,0.412,7,-8.104,1,0.0314,0.0153,8.94e-05,0.138,0.0685,109.938,354840,4
7I8PcOQfvAdkjA3gmGZovq,Used To Know Her,22,1,True,,11,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.596,0.653,9,-4.998,0,0.0325,0.000859,0.0606,0.486,0.281,102.657,276133,4
4kzJ3fWXR7FBTpBUevjAmE,Pretty Boys,9,1,True,,12,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.304,0.175,2,-13.529,1,0.0323,0.439,0.0305,0.243,0.101,126.925,187160,3
5TjCBND5X5qKRMHAJhJIDg,Hellraiser,12,1,True,,13,2QwJQuBekTA4qF7N7uLHDP,4O1AgflncNJDEfpxcKQDpd,0.447,0.721,2,-6.545,1,0.0389,0.00379,0.922,0.272,0.523,157.856,233573,4
7bNqI3y0sERv733MZgwDgk,Straight,35,1,False,,1,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.528,0.958,11,-2.759,0,0.0599,5.04e-05,0.000366,0.0595,0.577,123.644,152467,4
3cMliO9emUSa4d1Ap2MbfW,Volcano Girls,57,1,False,,2,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.543,0.961,4,-2.749,1,0.0373,0.000789,1.29e-06,0.431,0.567,131.463,198933,4
7mmkRcsdrgM0u1yiGTNn9H,Don't Make Me Prove It,36,1,False,,3,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.459,0.947,9,-3.423,1,0.0594,5.15e-05,0,0.252,0.738,145.183,149400,4
7axhRXnpt5wmrjxJyRa46T,Awesome,28,1,False,,4,2QwJQuBekTA4qF7N7uLHDP,5ZqOSlcQ0fA7MZOgvpOJT5,0.485,0.922,2,-3.657,1,0.0443,0.000232,0.0018,0.121,0.602,130.932,212800,4
